Address,AddrCoor,Latitude,Longitude
6205 Hammersley Road,"6205 Hammersley Rd, Madison, Wisconsin, 53711",43.039069513994036,-89.489142
2121 East Spring Dr,"2121 E Springs Dr, Madison, Wisconsin, 53704",43.12694274043551,-89.29375040997816
400 block W. Johnson Street,"400 E Johnson St, Madison, Wisconsin, 53703",43.0796583567774,-89.38316291664646
400 block W. Johnson Street,"400 E Johnson St, Madison, Wisconsin, 53703",43.0796583567774,-89.38316291664646
1000 block Regent Street,"1000 Regent St, Madison, Wisconsin, 53715",43.06776942844155,-89.40257324999999
702 Pflaum Road (La Follette High School),Lafollette High School,43.06350002726601,-89.3184800617453
400 block W. Gilman St.,"400 W Gilman St, Madison, Wisconsin, 53703",43.07482741928983,-89.39347833077154
100 blk State  St,"100 State St, Madison, Wisconsin, 53703",43.074733493219334,-89.387019
Ohio Ave. @ St. Paul Ave.,"Ohio Ave & St Paul Ave, Madison, Wisconsin, 53704",43.09446600000001,-89.347428
900 block Spaight Street,"900 Spaight St, Madison, Wisconsin, 53703",43.078263246969705,-89.36795373439882
8102 Excelsior Dr. (Baymont Inn),"8102 Excelsior Dr, Madison, Wisconsin, 53717",43.07895074409951,-89.52427152279486
3000 Block of Harriman La,"3000 Harriman Ln, Madison, Wisconsin, 53713",43.04435139849655,-89.36296839849655
N. Fair Oaks Ave.,"N Fair Oaks Ave, Madison, Wisconsin, 53714",43.10622063821296,-89.33059002800056
Ten block of East Gilman St.,"E Gilman St, Madison, Wisconsin, 53703",43.0791879001014,-89.38720493723538
1700 Niemann Place,"1700 Niemann Pl, Madison, Wisconsin, 53711",43.03519330080514,-89.45107256508122
1210 Williamson St.,"1210 Williamson St, Madison, Wisconsin, 53703",43.08350037359329,-89.36403890218693
6700 W Beltline Hwy,"W Beltline Hwy, Madison, Wisconsin, 53719",43.046425279012944,-89.47365493699266
1300 block N. Stoughton Rd.,"1300 S Stoughton Rd, Madison, Wisconsin, 53716",43.07740299933716,-89.30985770771959
4300 block Beilfuss Drive,"4300 Beilfuss Dr, Madison, Wisconsin, 53704",43.141290960854825,-89.40045683807195
1100 block Catalpa Circle,"1100 Catalpa Cir, Madison, Wisconsin, 53713",43.041857659756175,-89.40190761815535
100 block S Bedford St.,"100 N Bedford St, Madison, Wisconsin, 53703",43.06967530751116,-89.39370534977685
200 block Kennedy Heights,"200 Kennedy Hts, Madison, Wisconsin, 53704",43.14019683989521,-89.38798062705139
5800 block Balsam Rd.,"5800 Balsam Rd, Madison, Wisconsin, 53711",43.03091501625706,-89.47982823664155
1038 Friar Lane (Sherwood Forest Park),"1038 Friar Ln, Madison, Wisconsin, 53711",43.04328655395597,-89.47967244927534
Stoughton Rd. &amp Pflaum Rd.,"S Stoughton Rd & Pflaum Rd, Madison, Wisconsin, 53716",43.06226399999999,-89.3101815
1500 block Rae Lane,"1500 Rae Ln, Madison, Wisconsin, 53711",43.036937650723736,-89.48423342756267
300 block Clyde Gallagher Ave.,"300 Clyde Gallagher Ave, Madison, Wisconsin, 53704",43.10258224399764,-89.3400510681257
2800 block Commercial Ave.,"2800 Commercial Ave, Madison, Wisconsin, 53704",43.106848099113066,-89.34528015146581
4200 block Milwaukee St.,"4200 Milwaukee St, Madison, Wisconsin, 53714",43.09856693276246,-89.31288367995107
2000 block Baird St.,"2000 Baird St, Madison, Wisconsin, 53713",43.04432503153471,-89.39070910670944
2000 block Baird St.,"2000 Baird St, Madison, Wisconsin, 53713",43.04432503153471,-89.39070910670944
200 block N Marquette St.,"200 S Marquette St, Madison, Wisconsin, 53704",43.09515819774019,-89.34164223256691
1400 block Theresa Terrace,"1400 Theresa Ter, Madison, Wisconsin, 53711",43.03805241356789,-89.48988947814662
2400 block of Prairie Road,"2400 Prairie Rd, Madison, Wisconsin, 53711",43.026825661992234,-89.48894099139548
1300 block Northport Dr.,"1300 Northport Dr, Madison, Wisconsin, 53704",43.13526499028703,-89.37403563735867
20 block North Street,"20 North St, Madison, Wisconsin, 53704",43.100651421028395,-89.3491778323906
100 block N. Bassett St.,"100 S Bassett St, Madison, Wisconsin, 53703",43.069170362675486,-89.38953957603722
1300 Block of Gilson St,"1300 Gilson St, Madison, Wisconsin, 53715",43.052924070683446,-89.39037234757915
1800 block Fisher St.,"1800 Fisher St, Madison, Wisconsin, 53713",43.04780631950015,-89.39154376792946
400 block N. Frances St.,"400 N Frances St, Madison, Wisconsin, 53703",43.07317826673804,-89.39587524006424
15 E. Main St. (Walgreens),Walgreens,43.074329922817476,-89.38252997720602
900 Drake Street,"900 Drake St, Madison, Wisconsin, 53715",43.06209897830848,-89.4009353594193
724 S. Gammon Rd. (parking lot near Old Town Pub),Old Town Pub,43.04882004169277,-89.50328007444128
1100 Blk Morraine View,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195645,-89.50635445718747
