Address,AddrCoor,Latitude,Longitude
2200 block Independence Lane,"2200 Independence Ln, Madison, Wisconsin, 53704",43.12824884006049,-89.30866604238192
4601 Verona Rd,"4601 Verona Rd, Madison, Wisconsin, 53711",43.034964916440785,-89.45449950372225
5200 block Piccadilly Dr.,"5200 Piccadilly Dr, Madison, Wisconsin, 53714",43.101542139282664,-89.29235621847123
200 block Kennedy Heights,"200 Kennedy Hts, Madison, Wisconsin, 53704",43.14019683989521,-89.38798062705139
Whitney Way near Hammersley Ave,"Hammersley Ave, Madison, Wisconsin, 53705",43.06256662994958,-89.44013693034434
3014 Worthington Ave,"3014 Worthington Ave, Madison, Wisconsin, 53714",43.10261551485942,-89.3396517799065
1866 Fisher St,"1866 Fisher St, Madison, Wisconsin, 53713",43.045977415488494,-89.39178635209744
Lien Rd @ N Thompson Dr,"Lien Rd & N Thompson Dr, Madison, Wisconsin, 53704",43.121146499999995,-89.29939949999999
East Towne Blvd.,"East Towne Blvd, Madison, Wisconsin, 53704",43.12702680976711,-89.30779445641689
2000 block Westbrook Lane,"2000 Westbrook Ln, Madison, Wisconsin, 53711",43.03173270430143,-89.49088679569857
400 block N Frances St,"400 N Frances St, Madison, Wisconsin, 53703",43.07317826673804,-89.39587524006424
2100 block Fisher St.,"2100 Fisher St, Madison, Wisconsin, 53713",43.04294760322378,-89.39191918715007
6731 Park Edge Dr,"6731 Park Edge Dr, Madison, Wisconsin, 53719",43.04254051540769,-89.50063680382654
3329 Chicago Ave,"3329 Chicago Ave, Madison, Wisconsin, 53714",43.1015484884588,-89.33172236081136
1221 Huxley St.,"1221 Huxley St, Madison, Wisconsin, 53704",43.11274308960039,-89.35882407630535
1300 block Temkin Ave.,"1300 Temkin Ave, Madison, Wisconsin, 53705",43.081129662231376,-89.47706890469145
S. Whitney Way,"S Whitney Way, Madison, Wisconsin, 53711",43.054025903773436,-89.47362440160377
900 block Magnolia Lane,"900 Magnolia Ln, Madison, Wisconsin, 53713",43.039456372650164,-89.3974058883339
500 block N. Frances St.,"500 N Frances St, Madison, Wisconsin, 53703",43.07541886705881,-89.3954031612276
2300 block Allied Dr.,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342124
6700 block Schroeder Rd.,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.046331401027025,-89.49789674864265
Sunfish Court,"Sunfish Ct, Madison, Wisconsin, 53713",43.028077327825564,-89.41622046211992
5800 block Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910531
4501 Verona Rd.,"4501 Verona Rd, Madison, Wisconsin, 53711",43.03564277710788,-89.45355634260507
5800 block Raymond Rd.,"5800 Raymond Rd, Madison, Wisconsin, 53711",43.032039382767394,-89.47987649999999
1000 block McKenna Blvd.,"1000 McKenna Blvd, Madison, Wisconsin, 53719",43.04396195226299,-89.50381285926616
2900 block Coho St.,"2900 Coho St, Madison, Wisconsin, 53713",43.029349538144835,-89.41476209869813
6700 Schroeder Rd,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.046331401027025,-89.49789674864265
2000 block Northport Dr.,"2000 Northport Dr, Madison, Wisconsin, 53704",43.128769477243765,-89.35775420686112
100 block E. Gorham St.,"100 W Gorham St, Madison, Wisconsin, 53703",43.0766989897855,-89.3891042754511
6300 block Hammersley Rd.,"6300 Hammersley Rd, Madison, Wisconsin, 53711",43.0391745437449,-89.48988366176532
4649 Verona Rd.,"4649 Verona Rd, Madison, Wisconsin, 53711",43.033328788678666,-89.45644476210425
Theresa Terrace,"Theresa Ter, Madison, Wisconsin, 53711",43.037919017958295,-89.48983609486308
1210 Williamson St,"1210 Williamson St, Madison, Wisconsin, 53703",43.08350037359329,-89.36403890218693
S. Gammon Rd.,"S Gammon Rd, Madison, Wisconsin, 53719",43.058364499336534,-89.5029286419188
2400 block of Allied Dr,"2400 Allied Dr, Madison, Wisconsin, 53711",43.02674642397273,-89.45983585683669
7500 block Tree Lane,"7500 Tree Ln, Madison, Wisconsin, 53717",43.06420189278842,-89.51257874240238
4500 block of Cottage Grove Rd,"4500 Cottage Grove Rd, Madison, Wisconsin, 53716",43.084324926607515,-89.30529813808154
200 block N. Thompson Dr.,"200 S Thompson Dr, Madison, Wisconsin, 53714",43.09647498438086,-89.28687010733897
1798 Thierer Rd,"1798 Thierer Rd, Madison, Wisconsin, 53704",43.12333362251156,-89.31395605929342
