Address,AddrCoor,Latitude,Longitude,WeapType
5100 block Great Gray Dr.,"5100 Great Gray Dr, Madison, Wisconsin, 53718",43.036585295252685,-89.29473203816357,gun
1700 block Fordem Ave.,"1700 Fordem Ave, Madison, Wisconsin, 53704",43.094627225147725,-89.3636003630337,gun
4300 block Green Ave.,"4300 Green Ave, Madison, Wisconsin, 53704",43.14171060002911,-89.39775899050498,gun
702 Pflaum Rd.,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522,gun
4200 block School Rd,"4200 School Rd, Madison, Wisconsin, 53704",43.139587496817924,-89.38304758102012,gun
7000 block Carnwood Rd.,"7000 Carnwood Rd, Madison, Wisconsin, 53719",43.01983788923326,-89.50318497145734,gun
4500 block Onyx Lane,"4500 Onyx Ln, Madison, Wisconsin, 53714",43.092020583559886,-89.3050868328802,gun
S. Park St.,"S Park St, Madison, Wisconsin, 53715",43.04890207449485,-89.39412899999998,gun
726 N. Midvale Blvd.,"726 N Midvale Blvd, Madison, Wisconsin, 53705",43.07389941665263,-89.45130991087437,knife
300 block Junction Rd.,"300 Junction Rd, Madison, Wisconsin, 53717",43.066487888069666,-89.52454213210916,gun
6200 Schroeder Rd,"6200 Schroeder Rd, Madison, Wisconsin, 53711",43.046402968134295,-89.48670982966067,gun
211 S. Carroll St.,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,knife
200 S Bassett St,"200 S Bassett St, Madison, Wisconsin, 53703",43.06852207688583,-89.38868736766054,gun
100 blk Knutson Dr.,"100 Knutson Dr, Madison, Wisconsin, 53704",43.141399047767756,-89.40032663818052,gun
2000 block of Danbury St.,"2000 Danbury St, Madison, Wisconsin, 53711",43.032730060161136,-89.44673562595234,gun
211 S. Carroll St.,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,
200 block Walter Street,"200 Walter St, Madison, Wisconsin, 53714",43.093359723249215,-89.32682066960274,gun
2500 block Coolidge Street,"2500 Coolidge St, Madison, Wisconsin, 53704",43.109304156079645,-89.35116069532219,gun
1900 block South Park St.,"1900 S Park St, Madison, Wisconsin, 53713",43.04473213627446,-89.39417610430435,knife
900 block Spaight St.,"900 Spaight St, Madison, Wisconsin, 53703",43.0782632469697,-89.36795373439881,gun
Craig Ave.,"Craig Ave, Madison, Wisconsin, 53705",43.07788142222025,-89.47299483601488,gun
211 S. Carroll St.,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,gun
5400 block Raymond Rd.,"5400 Raymond Rd, Madison, Wisconsin, 53711",43.03199669615304,-89.4723828466213,gun
600 block S. Gammon Rd.,"600 N Gammon Rd, Madison, Wisconsin, 53717",43.075160444433614,-89.5025433286245,gun
4800 block Hayes Rd.,"4800 Hayes Rd, Madison, Wisconsin, 53704",43.138320963248404,-89.30012918499081,gun
1600 block of Beld St.,"1600 Beld St, Madison, Wisconsin, 53715",43.049745598259975,-89.39277051802088,
2909 E. Washington Ave.,"2909 E Washington Ave, Madison, Wisconsin, 53704",43.10297479623781,-89.34459705228254,knife
107 State St.,"107 State St, Madison, Wisconsin, 53703",43.074683466818726,-89.38707202553522,knife
2100 block Packers Ave.,"2100 Packers Ave, Madison, Wisconsin, 53704",43.120996056808316,-89.35518109393965,gun
702 Pflaum Road,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522,gun
4217 West Beltline Hwy,"4217 W Beltline Hwy, Madison, Wisconsin, 53711",43.03439550678069,-89.44478991618098,gun
6702 Raymond Road,"6702 Raymond Rd, Madison, Wisconsin, 53719",43.03187748268775,-89.49746186081137,gun
4800 block Hayes Rd.,"4800 Hayes Rd, Madison, Wisconsin, 53704",43.138320963248404,-89.30012918499081,gun
3620 Marsh Rd,"3620 Marsh Rd, Madison, Wisconsin, 53718",43.045904870938905,-89.28674708598247,knife
2300 block Cypress Way,"2300 Cypress Way, Madison, Wisconsin, 53713",43.04074730969019,-89.39735550154903,knife
Ellis Potter Court,"Ellis Potter Ct, Madison, Wisconsin, 53711",43.046982,-89.48664000000001,gun
1400 Block of Northport Dr.,"1400 Northport Dr, Madison, Wisconsin, 53704",43.134922843679725,-89.37305137670134,gun
3200 block Progress Rd.,"3200 Progress Rd, Madison, Wisconsin, 53716",43.05258956571393,-89.3042725843955,gun
6100 block Strathmore Lane,"6100 Strathmore Ln, Madison, Wisconsin, 53711",43.045845400405895,-89.48604790040588,gun
5606 Russett Rd.,"5606 Russett Rd, Madison, Wisconsin, 53711",43.03301045946022,-89.47536019747245,gun
210 East Olin Ave,"210 E Olin Ave, Madison, Wisconsin, 53713",43.05221272499824,-89.38058030388386,gun
1100 block of Moorland Road,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.033699418520534,-89.36669975517842,knife
1306 Williamson St,"1306 Williamson St, Madison, Wisconsin, 53703",43.0846374646257,-89.362418132408,gun
2100 block Taft St.,"2100 Taft St, Madison, Wisconsin, 53713",43.043028476090974,-89.39312056197457,knife
2602 Post Rd.,"2602 Post Rd, Madison, Wisconsin, 53713",43.026578509953744,-89.42133006370815,gun
1100 block Morraine View Dr.,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195646,-89.50635445718746,gun
115 W. Doty St.,"115 W Doty St, Madison, Wisconsin, 53703",43.07195282096497,-89.38391388646215,knife
