Address,AddrCoor,Latitude,Longitude,WeapType
1600 Wright Street,"1600 Wright St, Madison, Wisconsin, 53704",43.12019435485154,-89.33050364692394,knife
3100 block Meier Rd.,"3100 Meier Rd, Madison, Wisconsin, 53718",43.052250523724545,-89.26671906718703,gun
2300 Carling Dr,"2300 Carling Dr, Madison, Wisconsin, 53711",43.028358810937455,-89.46130903609665,gun
5555 High Crossing Blvd.,"5555 High Crossing Blvd, Madison, Wisconsin, 53718",43.143924146777366,-89.282932606037,gun
114 State St.,"114 State St, Madison, Wisconsin, 53703",43.07474046047074,-89.38717199999998,knife
Traceway Dr./Turbot Dr./Pike Dr.,"Turbot Dr & Pike Dr, Madison, Wisconsin, 53713",43.02971099999999,-89.4178215,gun
2600 Ardsley Ci,"2600 Ardsley Cir, Madison, Wisconsin, 53713",43.032497677702025,-89.42202257730024,gun
6126 Hammersley,"6126 Hammersley Rd, Madison, Wisconsin, 53711",43.039129471579244,-89.4882407216227,knife
West Towne Mall,West Towne Mall,43.060160000000046,-89.50782999999996,gun
121 W. Main St,"121 W Main St, Madison, Wisconsin, 53703",43.072497367736254,-89.38487280500904,gun
Ashford Lane,"Ashford Ln, Madison, Wisconsin, 53713",43.03092485172167,-89.42555757413916,knife
800 block Wheeler Rd.,"800 Wheeler Rd, Madison, Wisconsin, 53704",43.147393180990115,-89.38472805314579,gun
East Towne Mall,East Towne Mall,43.12544000000002,-89.30646999999998,
7400 Tree Lane,"7400 Tree Ln, Madison, Wisconsin, 53717",43.063962423571034,-89.51093742357101,
300 block Clyde Gallagher Ave.,"300 Clyde Gallagher Ave, Madison, Wisconsin, 53704",43.10258224399764,-89.3400510681257,gun
600 block North St.,"600 North St, Madison, Wisconsin, 53704",43.10709711104807,-89.35130497411713,gun
2400 block Hoard St.,"2400 Hoard St, Madison, Wisconsin, 53704",43.101824907252514,-89.35580612697851,gun
4300 block Melody Lane,"4300 Melody Ln, Madison, Wisconsin, 53704",43.130647569077304,-89.31010095543331,gun
600 block Buick St.,"600 Buick St, Madison, Wisconsin, 53713",43.04175582572114,-89.39197364850624,gun
2000 block Scott Lane,"2000 Scott Ln, Madison, Wisconsin, 53704",43.132947511975466,-89.35656998802452,gun
900 block Emerald St,"900 Emerald St, Madison, Wisconsin, 53715",43.061118861873396,-89.4009299732889,gun
4500 block Verona Rd,"4500 Verona Rd, Madison, Wisconsin, 53711",43.03715756549653,-89.45457007068704,
909 Chapel Hill Rd,"909 Chapel Hill Rd, Madison, Wisconsin, 53711",43.04556824562872,-89.49385292627986,gun
2300 block Myrtle St.,"2300 Myrtle St, Madison, Wisconsin, 53704",43.11009452105379,-89.35348277359077,gun
West Towne Mall,West Towne Mall,43.060160000000046,-89.50782999999996,knife
119 W. Main St,"119 W Main St, Madison, Wisconsin, 53703",43.072534342201045,-89.38482427947382,knife
702 Pflaum Rd.,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522,knife
1100 block Morraine View Dr.,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195646,-89.50635445718746,gun
5800 block Balsam Rd.,"5800 Balsam Rd, Madison, Wisconsin, 53711",43.03091501625707,-89.47982823664154,gun
2400 block E. Washington Ave,"2400 E Washington Ave, Madison, Wisconsin, 53704",43.09854904934843,-89.35114320551777,knife
6000 block Hammersley Rd,"6000 Hammersley Rd, Madison, Wisconsin, 53711",43.03923939196453,-89.48404055570536,gun
700 block University Ave.,"700 University Ave, Madison, Wisconsin, 53715",43.07321535323192,-89.39749599701597,knife
3000 block Worthington Ave.,"3000 Worthington Ave, Madison, Wisconsin, 53714",43.10265523733956,-89.33988136883299,knife
3000 block E. Washington Ave.,"3000 E Washington Ave, Madison, Wisconsin, 53704",43.10385960382309,-89.34308214288689,gun
2900 blk Coho St.,"2900 Coho St, Madison, Wisconsin, 53713",43.02934953814485,-89.41476209869812,gun
500 block of Algoma St,"500 Algoma St, Madison, Wisconsin, 53704",43.105197295698574,-89.34428579569857,gun
