Address,AddrCoor,Latitude,Longitude
10 block Mount Vernon Ct,"10 Mount Vernon Ct, Madison, Wisconsin, 53719",43.04269327477061,-89.5020567571699
900 Harrington Dr,"900 Harrington Dr, Madison, Wisconsin, 53718",43.08661801644802,-89.2577437411933
500 W Johnson,"500 W Johnson St, Madison, Wisconsin, 53715",43.07203608700184,-89.40216732903386
East Towne Mall,East Towne Mall,43.125440000000026,-89.30646999999999
2300 Upham St.(block),"2300 Upham St, Madison, Wisconsin, 53704",43.10008752895054,-89.35634830481482
6600 block Radford Dr,"6600 Radford Dr, Madison, Wisconsin, 53718",43.09760342160817,-89.26578151381563
4500 block Bonner Lane,"4500 Bonner Ln, Madison, Wisconsin, 53704",43.14220725426954,-89.38656364326167
2222 E. Washington Ave.,"2222 E Washington Ave, Madison, Wisconsin, 53704",43.096742018407845,-89.35346780154566
6700 block Schroeder Rd.,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.046331401027025,-89.49789674864265
2800 block N. Sherman Ave.,"2800 N Sherman Ave, Madison, Wisconsin, 53704",43.1263234885488,-89.36364686520808
900 block Blaine Dr.,"900 Blaine Dr, Madison, Wisconsin, 53704",43.13521496801997,-89.38311944531772
2300 block Brentwood Parkway,"2300 Brentwood Pkwy, Madison, Wisconsin, 53704",43.123439969450786,-89.3673429642569
West Towne Mall,West Towne Mall,43.06016000000005,-89.50782999999996
2100 block Pike Dr,"2100 Pike Dr, Madison, Wisconsin, 53713",43.02950454731968,-89.41691935967388
3500 block Milwaukee St.,"3500 Milwaukee St, Madison, Wisconsin, 53714",43.09827946750924,-89.32763053249077
400 Block W. Gilman St,"400 W Gilman St, Madison, Wisconsin, 53703",43.07482741928983,-89.39347833077154
1000 East Johnson Street,"1000 E Johnson St, Madison, Wisconsin, 53703",43.08585750458764,-89.3742765446938
7035 Littlemore Dr.,"7035 Littlemore Dr, Madison, Wisconsin, 53718",43.09817142226006,-89.25412727274389
3100 block Ridgeway Ave.,"3100 Ridgeway Ave, Madison, Wisconsin, 53704",43.10907892460731,-89.33791405209618
Northport Dr.,"Northport Dr, Madison, Wisconsin, 53704",43.15234564234142,-89.40347913825167
2201 S Park St,"2201 S Park St, Madison, Wisconsin, 53713",43.041473999999994,-89.39391385688754
6700 Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.046331401027025,-89.49789674864265
Sherman Terrace,"Sherman Terrace, Madison, Wisconsin",43.096730000000036,-89.36774999999994
N. Fish Hatchery Rd.,"Fish Hatchery Rd, Madison, Wisconsin, 53715",43.0532280431198,-89.39903369363628
1900 block E. Washington Ave.,"1900 E Washington Ave, Madison, Wisconsin, 53704",43.092424171821655,-89.35925365739493
2164 W Beltline Hwy,"2164 W Beltline Hwy, Madison, Wisconsin, 53713",43.035488488313646,-89.41578907660568
6200 block Jacobs Way,"6200 Jacobs Way, Madison, Wisconsin, 53711",43.03676768691877,-89.48871280802034
2100 block Leland Dr.,"2100 Leland Dr, Madison, Wisconsin, 53711",43.03078011063966,-89.47980918382837
2800 block Ashford Ln,"2800 Ashford Ln, Madison, Wisconsin, 53713",43.03377859779032,-89.42488380713093
2400 block W. Broadway,"2400 W Broadway, Madison, Wisconsin, 53713",43.046141907871075,-89.35215122274788
2200 Cypress Way,"2200 Cypress Way, Madison, Wisconsin, 53713",43.04165543028294,-89.39730032198727
6700 Jacobs Way,"6700 Jacobs Way, Madison, Wisconsin, 53711",43.03813239055027,-89.49685711090038
3100 block Churchill Dr,"3100 Churchill Dr, Madison, Wisconsin, 53713",43.02990189159287,-89.4222778731584
Parkwood Lane,"Parkwood Ln, Madison, Wisconsin, 53714",43.10483138549292,-89.31122926017773
6700 Block Jacobs Way,"6700 Jacobs Way, Madison, Wisconsin, 53711",43.03813239055027,-89.49685711090038
N. Lake St.,"N Lake St, Madison, Wisconsin, 53715",43.072874810888166,-89.3974377582288
3000 block Darbo Dr.,"3000 Darbo Dr, Madison, Wisconsin, 53714",43.1035970669437,-89.34085016418408
2813 N. Sherman Ave.,"2813 N Sherman Ave, Madison, Wisconsin, 53704",43.127718260856625,-89.36349900019835
5700 block Barton Rd.,"5700 Barton Rd, Madison, Wisconsin, 53711",43.03594883007417,-89.47782263622149
66 West Towne Mall,"66 West Towne Mall, Madison, Wisconsin, 53719",43.05983205867436,-89.50642839537315
800 W. Olin Ave.,"800 W Olin Ave, Madison, Wisconsin, 53715",43.05411767636147,-89.39531760615627
400 block Starling Ln,"400 Starling Ln, Madison, Wisconsin, 53704",43.13561429897819,-89.35093434895397
2000 block of Frisch Rd.,"2000 Frisch Rd, Madison, Wisconsin, 53711",43.03171300802415,-89.49364357215116
7500 block of Mid Town Rd,"7500 Mid Town Rd, Madison, Wisconsin, 53719",43.03166319701072,-89.51498873116445
Milwaukee St.,"Milwaukee St, Madison, Wisconsin, 53718",43.0996820956624,-89.2629992419302
10 Block of Rustic Woods Ct,"10 Rustic Woods Ct, Madison, Wisconsin, 53716",43.07048646768412,-89.28107192200935
201 W. Mifflin St.,"201 W Mifflin St, Madison, Wisconsin, 53703",43.07374140048484,-89.38774154244345
6600 block Berkshire Rd.,"6600 Berkshire Rd, Madison, Wisconsin, 53711",43.04574640027936,-89.49396790027934
900 block Jana Lane,"900 Jana Ln, Madison, Wisconsin, 53704",43.11017429569858,-89.29940729569857
1903 S. Park St.,"1903 S Park St, Madison, Wisconsin, 53713",43.04525070430143,-89.39394120430143
2300 block Allied Dr.,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342124
3301 City View Drive,"3301 City View Dr, Madison, Wisconsin, 53718",43.138257326418,-89.28862345902844
2000 Block of Westbrook Ln,"2000 Westbrook Ln, Madison, Wisconsin, 53711",43.03173270430143,-89.49088679569857
3500 block Albert Ct.,"3500 Albert Ct, Madison, Wisconsin, 53714",43.114229057830705,-89.32711139531452
2900 Traceway Dr.,"2900 Traceway Dr, Madison, Wisconsin, 53713",43.03019375506861,-89.4188262550686
Raymond Rd.,"Raymond Rd, Madison, Wisconsin, 53719",43.02739239906176,-89.51478936197029
100 block State Street,"100 State St, Madison, Wisconsin, 53703",43.074733493219334,-89.387019
W. Gilman St.,"W Gilman St, Madison, Wisconsin, 53703",43.075635319665054,-89.39224381046056
1300 Forster Dr,"1300 Forster Dr, Madison, Wisconsin, 53704",43.131192222481694,-89.37581660117561
Horned Owl Court,"Horned Owl Ct, Madison, Wisconsin, 53718",43.03729799999999,-89.29440224999999
2900 block Turbot Dr.,"2900 Turbot Dr, Madison, Wisconsin, 53713",43.02967457633941,-89.41789619937173
5800 block Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910531
4501 Verona Rd.,"4501 Verona Rd, Madison, Wisconsin, 53711",43.03564277710788,-89.45355634260507
500 block Northport Dr.,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315
3100 block Muir Field Rd.,"3100 Muir Field Rd, Madison, Wisconsin, 53719",43.01820909367864,-89.50868971896412
1250 McKenna Blvd.,"1250 McKenna Blvd, Madison, Wisconsin, 53719",43.03899586283336,-89.5024763194367
Great Grey Drive / Owl Creek Dr,"Great Gray Dr & Owl Creek Dr, Madison, Wisconsin, 53718",43.036524000000014,-89.29162799999999
Brandie Rd.,"Brandie Rd, Madison, Wisconsin, 53714",43.10863790125169,-89.30727932685531
1400 block Spaight St.,"1400 Spaight St, Madison, Wisconsin, 53703",43.08454542333052,-89.35903342062552
800 Vera Ct,"800 Vera Ct, Madison, Wisconsin, 53704",43.13482081005561,-89.38433291340928
4501 Verona Rd,"4501 Verona Rd, Madison, Wisconsin, 53711",43.03564277710788,-89.45355634260507
2000 block Westbrook Lane,"2000 Westbrook Ln, Madison, Wisconsin, 53711",43.03173270430143,-89.49088679569857
429 State Street,"429 State St, Madison, Wisconsin, 53703",43.074772492353965,-89.39286033527613
1700 block Thierer Rd.,"1700 Thierer Rd, Madison, Wisconsin, 53704",43.121299317521824,-89.31123691604309
City Wide,"Madison, Wisconsin",43.07313000000005,-89.38643999999994
4100 Block Melody Lane,"4100 Melody Ln, Madison, Wisconsin, 53704",43.13073742041916,-89.31347579059344
Ruskin St.,"Ruskin St, Madison, Wisconsin, 53704",43.119963216492444,-89.36169795262367
702 Pflaum Rd.,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522
400 W. Gilman St,"400 W Gilman St, Madison, Wisconsin, 53703",43.07482741928983,-89.39347833077154
802 Atlas Ave,"802 Atlas Ave, Madison, Wisconsin, 53714",43.08532453895233,-89.30899925454418
Beld St and Bram St,"Beld St & Bram St, Madison, Wisconsin, 53713",43.04573999999999,-89.3930985
N. Wickham Ct.,"N Wickham Ct, Madison, Wisconsin, 53711",43.03021965307933,-89.49838827067836
3500 E Washington Ave,"3500 E Washington Ave, Madison, Wisconsin, 53704",43.11453507689412,-89.32851345602734
6800 block East Pass,"6800 East Pass, Madison, Wisconsin, 53719",43.01268344231813,-89.5001691057791
Raymond Rd.,"Raymond Rd, Madison, Wisconsin, 53719",43.02739239906176,-89.51478936197029
Shasta Dr.,"Shasta Dr, Madison, Wisconsin, 53704",43.13253581548655,-89.37947825421712
3554 E Washington Ave,"3554 E Washington Ave, Madison, Wisconsin, 53704",43.115576792688465,-89.32686526146907
101 S. Gammon Rd.,"101 S Gammon Rd, Madison, Wisconsin, 53717",43.06449880821169,-89.5025428772305
800 Brandie Rd,"800 Brandie Rd, Madison, Wisconsin, 53714",43.10865548362,-89.30733598138214
5800 block Balsam Rd.,"5800 Balsam Rd, Madison, Wisconsin, 53711",43.03091501625706,-89.47982823664155
3500 block Memorial Dr.,"3500 Memorial Dr, Madison, Wisconsin, 53704",43.13028585655862,-89.40694028926423
4501 Verona Rd.,"4501 Verona Rd, Madison, Wisconsin, 53711",43.03564277710788,-89.45355634260507
319 N. Frances St.,"319 N Frances St, Madison, Wisconsin, 53703",43.07284732944774,-89.39579093738836
5800 Raymond Rd,"5800 Raymond Rd, Madison, Wisconsin, 53711",43.032039382767394,-89.47987649999999
900 block Vernon Ave,"900 Vernon Ave, Madison, Wisconsin, 53714",43.085163262832374,-89.30568555216668
Wittwer Rd and Waldbridge Ave,"Wittwer Rd & N Walbridge Ave, Madison, Wisconsin, 53714",43.10277299999999,-89.3114595
10 block Sherman Terrace,"10 Sherman Ter, Madison, Wisconsin, 53704",43.096836121299475,-89.36808345100702
5800 Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910531
800 Vernon Ave,"800 Vernon Ave, Madison, Wisconsin, 53714",43.08632079977397,-89.30573507255103
Worthington Ave.,"Worthington Ave, Madison, Wisconsin, 53714",43.102521999241745,-89.33657981071244
1600 Lake Point Dr,"1600 Lake Point Dr, Madison, Wisconsin, 53713",43.04821192563635,-89.34197058021996
2400 McKenna Blvd,"2400 McKenna Blvd, Madison, Wisconsin, 53711",43.027642748369594,-89.49672041040145
700 block University Ave.,"700 University Ave, Madison, Wisconsin, 53715",43.07321535323192,-89.39749599701597
3000 block Worthington Ave.,"3000 Worthington Ave, Madison, Wisconsin, 53714",43.102655237339555,-89.33988136883299
600 block University Ave.,"600 University Ave, Madison, Wisconsin, 53715",43.07319806181074,-89.39589774318647
Waunona Woods Ct,"Waunona Woods Ct, Madison, Wisconsin, 53713",43.04954531112512,-89.3414901979101
4600 block Hayes Rd.,"4600 Hayes Rd, Madison, Wisconsin, 53704",43.14252096817456,-89.30556332417191
E. Broadway,"E Broadway, Madison, Wisconsin, 53718",43.04339979510501,-89.26100274160753
1800 block Northport Dr.,"1800 Northport Dr, Madison, Wisconsin, 53704",43.12984527246602,-89.36023800282995
6700 block Schroeder Rd.,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.046331401027025,-89.49789674864265
E. Washington Ave.,"E Washington Ave, Madison, Wisconsin, 53703",43.09012075391277,-89.36216852956565
418 S Gammon,"418 S Gammon Rd, Madison, Wisconsin, 53719",43.058723017467806,-89.50297654585206
200 block W Gorham St,"200 E Gorham St, Madison, Wisconsin, 53703",43.079007650916836,-89.38585355518201
