Address,AddrCoor,Latitude,Longitude
5100 block Great Gray Dr.,"5100 Great Gray Dr, Madison, Wisconsin, 53718",43.03658529525269,-89.29473203816356
1700 block Fordem Ave.,"1700 Fordem Ave, Madison, Wisconsin, 53704",43.094627225147725,-89.3636003630337
4300 block Green Ave.,"4300 Green Ave, Madison, Wisconsin, 53704",43.1417106000291,-89.39775899050498
702 Pflaum Rd.,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522
4200 block School Rd,"4200 School Rd, Madison, Wisconsin, 53704",43.13958749681792,-89.38304758102012
7000 block Carnwood Rd.,"7000 Carnwood Rd, Madison, Wisconsin, 53719",43.01983788923326,-89.50318497145734
4500 block Onyx Lane,"4500 Onyx Ln, Madison, Wisconsin, 53714",43.09202058355988,-89.30508683288022
S. Park St.,"S Park St, Madison, Wisconsin, 53715",43.04890207449485,-89.39412899999999
726 N. Midvale Blvd.,"726 N Midvale Blvd, Madison, Wisconsin, 53705",43.07389941665263,-89.45130991087436
300 block Junction Rd.,"300 Junction Rd, Madison, Wisconsin, 53717",43.066487888069666,-89.52454213210915
6200 Schroeder Rd,"6200 Schroeder Rd, Madison, Wisconsin, 53711",43.0464029681343,-89.48670982966065
211 S. Carroll St.,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.3829288812976
200 S Bassett St,"200 S Bassett St, Madison, Wisconsin, 53703",43.06852207688583,-89.38868736766054
100 blk Knutson Dr.,"100 Knutson Dr, Madison, Wisconsin, 53704",43.14139904776776,-89.40032663818052
2000 block of Danbury St.,"2000 Danbury St, Madison, Wisconsin, 53711",43.032730060161136,-89.44673562595234
211 S. Carroll St.,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.3829288812976
200 block Walter Street,"200 Walter St, Madison, Wisconsin, 53714",43.09335972324922,-89.32682066960274
2500 block Coolidge Street,"2500 Coolidge St, Madison, Wisconsin, 53704",43.109304156079645,-89.35116069532219
1900 block South Park St.,"1900 S Park St, Madison, Wisconsin, 53713",43.04473213627446,-89.39417610430434
900 block Spaight St.,"900 Spaight St, Madison, Wisconsin, 53703",43.078263246969705,-89.36795373439882
Craig Ave.,"Craig Ave, Madison, Wisconsin, 53705",43.07788142222025,-89.47299483601488
211 S. Carroll St.,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.3829288812976
5400 block Raymond Rd.,"5400 Raymond Rd, Madison, Wisconsin, 53711",43.03199669615304,-89.47238284662129
600 block S. Gammon Rd.,"600 N Gammon Rd, Madison, Wisconsin, 53717",43.075160444433614,-89.5025433286245
4800 block Hayes Rd.,"4800 Hayes Rd, Madison, Wisconsin, 53704",43.13832096324841,-89.30012918499081
1600 block of Beld St.,"1600 Beld St, Madison, Wisconsin, 53715",43.04974559825998,-89.39277051802087
2909 E. Washington Ave.,"2909 E Washington Ave, Madison, Wisconsin, 53704",43.10297479623781,-89.34459705228254
107 State St.,"107 State St, Madison, Wisconsin, 53703",43.07468346681873,-89.38707202553522
2100 block Packers Ave.,"2100 Packers Ave, Madison, Wisconsin, 53704",43.12099605680832,-89.35518109393966
702 Pflaum Road,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522
4217 West Beltline Hwy,"4217 W Beltline Hwy, Madison, Wisconsin, 53711",43.03439550678069,-89.44478991618097
6702 Raymond Road,"6702 Raymond Rd, Madison, Wisconsin, 53719",43.03187748268775,-89.49746186081136
4800 block Hayes Rd.,"4800 Hayes Rd, Madison, Wisconsin, 53704",43.13832096324841,-89.30012918499081
3620 Marsh Rd,"3620 Marsh Rd, Madison, Wisconsin, 53718",43.045904870938905,-89.28674708598248
2300 block Cypress Way,"2300 Cypress Way, Madison, Wisconsin, 53713",43.04074730969019,-89.39735550154903
Ellis Potter Court,"Ellis Potter Ct, Madison, Wisconsin, 53711",43.046982,-89.48664
1400 Block of Northport Dr.,"1400 Northport Dr, Madison, Wisconsin, 53704",43.134922843679725,-89.37305137670134
