Address,AddrCoor,Latitude,Longitude
1600 Wright Street,"1600 Wright St, Madison, Wisconsin, 53704",43.12019435485154,-89.33050364692394
3100 block Meier Rd.,"3100 Meier Rd, Madison, Wisconsin, 53718",43.052250523724545,-89.26671906718703
2300 Carling Dr,"2300 Carling Dr, Madison, Wisconsin, 53711",43.02835881093745,-89.46130903609665
5555 High Crossing Blvd.,"5555 High Crossing Blvd, Madison, Wisconsin, 53718",43.14392414677737,-89.28293260603698
114 State St.,"114 State St, Madison, Wisconsin, 53703",43.07474046047074,-89.38717199999999
Traceway Dr./Turbot Dr./Pike Dr.,"Turbot Dr & Pike Dr, Madison, Wisconsin, 53713",43.02971099999999,-89.4178215
2600 Ardsley Ci,"2600 Ardsley Cir, Madison, Wisconsin, 53713",43.03249767770202,-89.42202257730025
6126 Hammersley,"6126 Hammersley Rd, Madison, Wisconsin, 53711",43.039129471579244,-89.4882407216227
West Towne Mall,West Towne Mall,43.06016000000005,-89.50782999999996
121 W. Main St,"121 W Main St, Madison, Wisconsin, 53703",43.07249736773625,-89.38487280500905
Ashford Lane,"Ashford Ln, Madison, Wisconsin, 53713",43.03092485172167,-89.42555757413915
800 block Wheeler Rd.,"800 Wheeler Rd, Madison, Wisconsin, 53704",43.147393180990115,-89.38472805314578
East Towne Mall,East Towne Mall,43.125440000000026,-89.30646999999999
7400 Tree Lane,"7400 Tree Ln, Madison, Wisconsin, 53717",43.06396242357103,-89.51093742357102
300 block Clyde Gallagher Ave.,"300 Clyde Gallagher Ave, Madison, Wisconsin, 53704",43.10258224399764,-89.3400510681257
600 block North St.,"600 North St, Madison, Wisconsin, 53704",43.10709711104807,-89.35130497411713
2400 block Hoard St.,"2400 Hoard St, Madison, Wisconsin, 53704",43.101824907252514,-89.35580612697851
4300 block Melody Lane,"4300 Melody Ln, Madison, Wisconsin, 53704",43.130647569077304,-89.31010095543331
600 block Buick St.,"600 Buick St, Madison, Wisconsin, 53713",43.04175582572114,-89.39197364850625
2000 block Scott Lane,"2000 Scott Ln, Madison, Wisconsin, 53704",43.13294751197547,-89.35656998802452
900 block Emerald St,"900 Emerald St, Madison, Wisconsin, 53715",43.061118861873396,-89.40092997328891
4500 block Verona Rd,"4500 Verona Rd, Madison, Wisconsin, 53711",43.037157565496535,-89.45457007068705
909 Chapel Hill Rd,"909 Chapel Hill Rd, Madison, Wisconsin, 53711",43.045568245628715,-89.49385292627986
2300 block Myrtle St.,"2300 Myrtle St, Madison, Wisconsin, 53704",43.11009452105379,-89.35348277359076
West Towne Mall,West Towne Mall,43.06016000000005,-89.50782999999996
119 W. Main St,"119 W Main St, Madison, Wisconsin, 53703",43.072534342201045,-89.38482427947382
702 Pflaum Rd.,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522
1100 block Morraine View Dr.,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195645,-89.50635445718747
5800 block Balsam Rd.,"5800 Balsam Rd, Madison, Wisconsin, 53711",43.03091501625706,-89.47982823664155
2400 block E. Washington Ave,"2400 E Washington Ave, Madison, Wisconsin, 53704",43.09854904934843,-89.35114320551776
6000 block Hammersley Rd,"6000 Hammersley Rd, Madison, Wisconsin, 53711",43.039239391964536,-89.48404055570536
700 block University Ave.,"700 University Ave, Madison, Wisconsin, 53715",43.07321535323192,-89.39749599701597
3000 block Worthington Ave.,"3000 Worthington Ave, Madison, Wisconsin, 53714",43.102655237339555,-89.33988136883299
3000 block E. Washington Ave.,"3000 E Washington Ave, Madison, Wisconsin, 53704",43.10385960382309,-89.34308214288689
2900 blk Coho St.,"2900 Coho St, Madison, Wisconsin, 53713",43.029349538144835,-89.41476209869813
500 block of Algoma St,"500 Algoma St, Madison, Wisconsin, 53704",43.10519729569858,-89.34428579569857
122 Wittwer,"122 Wittwer Rd, Madison, Wisconsin, 53714",43.10033383236194,-89.31108965926992
500 block Northport Dr.,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315
204 State St.,"204 State St, Madison, Wisconsin, 53703",43.0747495226497,-89.38828894310116
West Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.046425279012944,-89.47365493699266
2538 Fish Hatchery Rd,"2538 Fish Hatchery Rd, Madison, Wisconsin, 53713",43.03698120898499,-89.40521830939419
802 W. Badger Rd.,"802 W Badger Rd, Madison, Wisconsin, 53713",43.03853350100962,-89.39481836551454
3500 Home Ave,"3500 Home Ave, Madison, Wisconsin, 53714",43.10916770858757,-89.328011317816
2200 S. Park St.,"2200 S Park St, Madison, Wisconsin, 53713",43.04220195143972,-89.39413911368207
6700 block Schroeder Dr.,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.046331401027025,-89.49789674864265
6300 block Hammersley Rd.,"6300 Hammersley Rd, Madison, Wisconsin, 53711",43.0391745437449,-89.48988366176532
7000 block Watts Rd,"7000 Watts Rd, Madison, Wisconsin, 53719",43.05023822741243,-89.50328656819958
12 Langdon St.,"12 Langdon St, Madison, Wisconsin, 53703",43.07851352348641,-89.39002811855818
600 block University Ave.,"600 University Ave, Madison, Wisconsin, 53715",43.07319806181074,-89.39589774318647
Baird St.,"Baird St, Madison, Wisconsin, 53713",43.04606384082463,-89.39047284651238
6400 block Hammersley Rd.,"6400 Hammersley Rd, Madison, Wisconsin, 53711",43.03914000739159,-89.49137951756825
S. Midvale Blvd. @ Tokay Blvd.,"S Midvale Blvd & Tokay Blvd, Madison, Wisconsin, 53711",43.053560999999995,-89.45122049999999
1304 E. Washington Ave.,"1304 E Washington Ave, Madison, Wisconsin, 53703",43.08748243909048,-89.36620873065374
1500 block Troy Dr.,"1500 Troy Dr, Madison, Wisconsin, 53704",43.13444460782504,-89.37080289901388
4100 block Alvarez Ave.,"4100 Alvarez Ave, Madison, Wisconsin, 53714",43.099517293238804,-89.31456247741859
1500 block Wayridge Dr,"1500 Wayridge Dr, Madison, Wisconsin, 53704",43.11862411158245,-89.29937533149099
3019 E. Washington Av.,"3019 E Washington Ave, Madison, Wisconsin, 53704",43.10397280985649,-89.3422364847079
