Address,AddrCoor,Latitude,Longitude
1800 Block Helene Pkwy,"1800 Helene Pkwy, Madison, Wisconsin, 53711",43.03498170430142,-89.45290679569857
3100 block Worthington Ave,"3100 Worthington Ave, Madison, Wisconsin, 53714",43.10264176288882,-89.33781148188187
13 Collins Ct.,"13 Collins Ct, Madison, Wisconsin, 53716",43.04741305768329,-89.30486692628457
1800 Fordem Ave,"1800 Fordem Ave, Madison, Wisconsin, 53704",43.09557538777377,-89.36347474799055
2300 block Columbus Lane,"2300 Columbus Ln, Madison, Wisconsin, 53704",43.129053026321664,-89.30747290344668
700 block S Gammon Rd,"700 N Gammon Rd, Madison, Wisconsin, 53717",43.076677458503696,-89.50249562016354
4600 block Verona Rd.,"4600 Verona Rd, Madison, Wisconsin, 53711",43.03544827518581,-89.45542311950085
400 block W. Gilman St.,"400 W Gilman St, Madison, Wisconsin, 53703",43.07482741928983,-89.39347833077154
1100 block Moorland Rd.,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.03369941852054,-89.36669975517842
5602 Tokay Blvd,"5602 Tokay Blvd, Madison, Wisconsin, 53719",43.053561511541204,-89.47545244463038
5800 block Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910531
Trailsway,"Trailsway, Madison, Wisconsin, 53704",43.12611900000002,-89.36595401726723
3521 Anderson St.,"3521 Anderson St, Madison, Wisconsin, 53704",43.12032751516325,-89.32721278990391
4700 block Crescent Rd.,"4700 Crescent Rd, Madison, Wisconsin, 53711",43.02493654423376,-89.45862516975171
66 West Towne Mall,"66 West Towne Mall, Madison, Wisconsin, 53719",43.05983205867436,-89.50642839537315
6800 block Chelsea St.,"6800 Chelsea St, Madison, Wisconsin, 53719",43.01691195544583,-89.50000657616123
7200 block Longmeadow Dr.,"7200 Longmeadow Rd, Madison, Wisconsin, 53717",43.084050307877426,-89.50706733301215
800 block Brandie Rd.,"800 Brandie Rd, Madison, Wisconsin, 53714",43.10865548362,-89.30733598138214
1000 block Gammon Lane,"1000 Gammon Ln, Madison, Wisconsin, 53719",43.043875382560955,-89.50372483352903
4600 block Hayes Road,"4600 Hayes Rd, Madison, Wisconsin, 53704",43.14252096817456,-89.30556332417191
4333 Britta Dr,"4333 Britta Dr, Madison, Wisconsin, 53711",43.03458954674261,-89.45106202553522
1500 block Langley Lane,"1500 Langley Ln, Madison, Wisconsin, 53718",43.077601883959424,-89.27595899124017
317 N Bassett St,"317 N Bassett St, Madison, Wisconsin, 53703",43.072484541670256,-89.39368249480384
1300 block Whenona Dr.,"1300 Whenona Dr, Madison, Wisconsin, 53711",43.04007353908806,-89.44872408586156
6800 Block of Chelsea Lane,"6800 Chelsea St, Madison, Wisconsin, 53719",43.01691195544583,-89.50000657616123
1800 S Park St,"1800 S Park St, Madison, Wisconsin, 53713",43.04699944463039,-89.39417907097884
7100 Blk of Carnwood Rd,"7100 Carnwood Rd, Madison, Wisconsin, 53719",43.019735510944656,-89.50493781884363
107 W. Village Green Lane,"107 Village Green Ln W, Madison, Wisconsin, 53704",43.14228940885668,-89.30518484389276
7200 block of Tempe Dr,"7200 Tempe Dr, Madison, Wisconsin, 53719",43.01683131528819,-89.50807735552515
1800 blk Golden Oak Lane,"1800 Golden Oak Ln, Madison, Wisconsin, 53711",43.03376302987228,-89.4865319617722
2100 Tawhee Dr,"2100 Tawhee Dr, Madison, Wisconsin, 53711",43.03067997635125,-89.46976785107745
Park Ridge Dr/Mount Vernon Ct,"Park Ridge Dr & Mount Vernon Ct, Madison, Wisconsin, 53719",43.043085000000005,-89.50144949999999
900 block Jana Lane,"900 Jana Ln, Madison, Wisconsin, 53704",43.11017429569858,-89.29940729569857
Hammersley Rd.,"Hammersley Rd, Madison, Wisconsin, 53711",43.03915103620593,-89.47708752800774
500 block W. Johnson St.,"500 E Johnson St, Madison, Wisconsin, 53703",43.080153143582436,-89.3824354760696
S. Gammon Rd.,"S Gammon Rd, Madison, Wisconsin, 53719",43.058364499336534,-89.5029286419188
603 State Street,"603 State St, Madison, Wisconsin, 53703",43.07481846681873,-89.3959787514571
900 block Rockefeller Lane,"900 Rockefeller Ln, Madison, Wisconsin, 53704",43.11027504486755,-89.29812080154413
7800 Block Mineral Point Rd,"7800 Mineral Point Rd, Madison, Wisconsin, 53717",43.060677419369085,-89.51752991936908
3700 blk East Karstens,"3700 E Karstens Dr, Madison, Wisconsin, 53704",43.13381729569857,-89.38598729569857
5200 block Piccadilly Dr.,"5200 Piccadilly Dr, Madison, Wisconsin, 53714",43.101542139282664,-89.29235621847123
1100 block Moorland Rd.,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.03369941852054,-89.36669975517842
2900 blk Traceway Dr,"2900 Traceway Dr, Madison, Wisconsin, 53713",43.03019375506861,-89.4188262550686
W. Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.046425279012944,-89.47365493699266
453 W. Gilman St.,"453 W Gilman St, Madison, Wisconsin, 53703",43.07363445876866,-89.39502500969485
5100 block Great Gray Dr.,"5100 Great Gray Dr, Madison, Wisconsin, 53718",43.03658529525269,-89.29473203816356
702 Pflaum Rd.,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522
600 block State Street,"600 State St, Madison, Wisconsin, 53703",43.07491628872484,-89.39520617485897
2000 block Scott Lane,"2000 Scott Ln, Madison, Wisconsin, 53704",43.13294751197547,-89.35656998802452
Churchill Drive,"Churchill Dr, Madison, Wisconsin, 53713",43.029149982805635,-89.42287569102189
S. Park Street,"S Park St, Madison, Wisconsin, 53715",43.04890207449485,-89.39412899999999
N. Oak St.,"N Oak St, Madison, Wisconsin, 53704",43.10829157445423,-89.34282111983384
Park Edge Dr/Morraine View Dr,"Morraine View Dr, Madison, Wisconsin, 53719",43.0425156052975,-89.50629999390489
4501 Verona Road,"4501 Verona Rd, Madison, Wisconsin, 53711",43.03564277710788,-89.45355634260507
6900 block Park Ridge Drive,"6900 Park Ridge Dr, Madison, Wisconsin, 53719",43.04457508699323,-89.50265700030107
10 block of Colony Circle,"10 Colony Cir, Madison, Wisconsin, 53717",43.069491260084106,-89.50537409132086
500 block of Conklin Place,"500 Conklin Pl, Madison, Wisconsin, 53703",43.072647798747596,-89.3939775674367
Milwaukee St.,"Milwaukee St, Madison, Wisconsin, 53718",43.0996820956624,-89.2629992419302
1100 block Petra Place,"1100 Petra Pl, Madison, Wisconsin, 53713",43.037320420513154,-89.40463461262247
5300 block Sudbury Way,"5300 Sudbury Way, Madison, Wisconsin, 53714",43.096470909889604,-89.29086148427345
1300 block Prairie Road,"1300 Prairie Rd, Madison, Wisconsin, 53711",43.03904242784607,-89.48862499197878
3520 E Washington Ave,"3520 E Washington Ave, Madison, Wisconsin, 53704",43.11510188761599,-89.3276074883719
500 blk Tompkins Dr,"500 Tompkins Dr, Madison, Wisconsin, 53716",43.05844948600597,-89.3206922216227
5100 block Milwaukee St.,"5100 Milwaukee St, Madison, Wisconsin, 53714",43.09902983049299,-89.29450560508609
W. Main St.,"W Main St, Madison, Wisconsin, 53715",43.065738758518506,-89.39454195703703
