Address,AddrCoor,Latitude,Longitude
5700 Blk of Russett Rd,"5700 Russett Rd, Madison, Wisconsin, 53711",43.03307183005276,-89.4770388931459
3700 Blk of E. Karstens Dr,"3700 E Karstens Dr, Madison, Wisconsin, 53704",43.13381729569857,-89.38598729569857
5800 Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910531
300 Kent Ln,"300 Kent Ln, Madison, Wisconsin, 53713",43.033499398905164,-89.38058868339408
E. Washington Ave.,"E Washington Ave, Madison, Wisconsin, 53703",43.09012075391277,-89.36216852956565
100 block W. Washington Ave.,"100 E Washington Ave, Madison, Wisconsin, 53703",43.07553618133107,-89.38302468854619
6700 Blk of Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.046331401027025,-89.49789674864265
1200 block MacArthur Rd.,"1200 MacArthur Rd, Madison, Wisconsin, 53714",43.11240824134509,-89.31931313992425
Pinchot Ave.,"Pinchot Ave, Madison, Wisconsin, 53716",43.080003000000005,-89.31473525635475
Monona Dr.,"Monona Dr, Madison, Wisconsin, 53714",43.08565873647869,-89.3258490314154
3800 block Nakoma Rd.,"3800 Nakoma Rd, Madison, Wisconsin, 53711",43.04801152406494,-89.43925966053148
1759 Thierer Rd.,"1759 Thierer Rd, Madison, Wisconsin, 53704",43.12308023264429,-89.31351161148997
3500 block of Ridgeway Ave,"3500 Ridgeway Ave, Madison, Wisconsin, 53704",43.11576996737872,-89.32838608442744
4301 Lien Rd.,"4301 Lien Rd, Madison, Wisconsin, 53704",43.12097850331915,-89.30671734387447
2453 East Springs Dr.,"2453 E Springs Dr, Madison, Wisconsin, 53704",43.13115475135867,-89.2966881245019
600 block Vera Ct.,"600 Vera Ct, Madison, Wisconsin, 53704",43.136275516529864,-89.38596665654613
600 block E. Johnson St.,"600 W Johnson St, Madison, Wisconsin, 53715",43.07198350547433,-89.39878166115469
2200 block Carling Dr.,"2200 Carling Dr, Madison, Wisconsin, 53711",43.02979189209939,-89.46123039139874
1800 block Helene Parkway,"1800 Helene Pkwy, Madison, Wisconsin, 53711",43.03498170430142,-89.45290679569857
National Ave.,"National Ave, Madison, Wisconsin, 53716",43.075269000000006,-89.28992249999999
1754 Thierer Rd.,"1754 Thierer Rd, Madison, Wisconsin, 53704",43.122772782936266,-89.31320985071245
4600 block Verona Rd.,"4600 Verona Rd, Madison, Wisconsin, 53711",43.03544827518581,-89.45542311950085
Steensland Dr.,"Steensland Dr, Madison, Wisconsin, 53704",43.115094,-89.36487904935318
6718 Park Ridge Dr,"6718 Park Ridge Dr, Madison, Wisconsin, 53719",43.04308757084981,-89.50110084446938
East Towne Mall,East Towne Mall,43.125440000000026,-89.30646999999999
6500 block Raymond Rd.,"6500 Raymond Rd, Madison, Wisconsin, 53711",43.031967382675454,-89.49367538267543
2300 block Hoard St.,"2300 Hoard St, Madison, Wisconsin, 53704",43.10072670739335,-89.3572563106419
Darbo Dr.,"Darbo Dr, Madison, Wisconsin, 53704",43.10354250000002,-89.34134625
500 block W. Mifflin St.,"500 E Mifflin St, Madison, Wisconsin, 53703",43.078838926658605,-89.38070439624003
2901 Dryden Dr.,"2901 Dryden Dr, Madison, Wisconsin, 53704",43.12849878322473,-89.3592910712969
4300 Blk Bridge Rd,"Bridge Rd, Madison, Wisconsin, 53716",43.053190317036496,-89.33294659083845
439 Grand Canyon Drive,"439 Grand Canyon Dr, Madison, Wisconsin, 53719",43.058420800998334,-89.49603045123816
2000 block Taft St.,"2000 Taft St, Madison, Wisconsin, 53713",43.044352067620416,-89.39308514190662
700 block Pflaum Rd.,"700 Pflaum Rd, Madison, Wisconsin, 53716",43.06208545065938,-89.31985102553523
627 W. Main St.,"627 W Main St, Madison, Wisconsin, 53703",43.06733381958001,-89.39219209489887
675 S. Whitney Way,"675 S Whitney Way, Madison, Wisconsin, 53711",43.05072828834173,-89.47333470430144
1100 block Morraine View Dr.,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195645,-89.50635445718747
900 Sequoia Trl,"900 Sequoia Trl, Madison, Wisconsin, 53713",43.04179903746379,-89.39729832461906
2300 block Independence Lane,"2300 Independence Ln, Madison, Wisconsin, 53704",43.12900771724209,-89.3096644697541
1300 block Theresa Terrace,"1300 Theresa Ter, Madison, Wisconsin, 53711",43.03904254234089,-89.48985810276345
1500 blk Trailsway,"1500 Trailsway, Madison, Wisconsin, 53704",43.12619750331153,-89.36714049668848
1800 Helene Parkway,"1800 Helene Pkwy, Madison, Wisconsin, 53711",43.03498170430142,-89.45290679569857
10 Block of Falmouth Ct,"10 Falmouth Ct, Madison, Wisconsin, 53719",43.04167497694628,-89.50034601526343
1700 Block of Northport Dr,"1700 Northport Dr, Madison, Wisconsin, 53704",43.13056105029761,-89.36215007953352
2241 Luann Lane,"2241 Luann Ln, Madison, Wisconsin, 53713",43.0313144568354,-89.4179179824862
2405 Monterey Drive,"2405 Monterey Dr, Madison, Wisconsin, 53704",43.1247594343586,-89.36838197735031
4200 Bl Wanetah Trl,"4200 Wanetah Trl, Madison, Wisconsin, 53711",43.0387676283757,-89.44385034320356
700 block E. Gorham St.,"700 E Gorham St, Madison, Wisconsin, 53703",43.08269099179107,-89.38062766802527
10 Bl N Fairchild St,"10 N Fairchild St, Madison, Wisconsin, 53703",43.07330903783245,-89.38642415974094
1818 Portage Rd.,"1818 Portage Rd, Madison, Wisconsin, 53704",43.12642695989476,-89.31548715782576
1700 block Blossom Lane,"1700 Blossom Ln, Madison, Wisconsin, 53716",43.07445612133107,-89.3087562299064
West Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.046425279012944,-89.47365493699266
7500 block Raymond Rd.,"7500 Raymond Rd, Madison, Wisconsin, 53719",43.02755839996632,-89.51460994535962
1000 block Ann St.,"1000 Ann St, Madison, Wisconsin, 53713",43.03534845445675,-89.39871000452231
